0.000000000000000000e+00,1.016000000000000063e-02,-9.982061982154846191e-01
0.000000000000000000e+00,1.005737373737373812e-02,-9.977211952209472656e-01
0.000000000000000000e+00,9.954747474747475608e-03,-9.962347745895385742e-01
0.000000000000000000e+00,9.852121212121213098e-03,-9.937465786933898926e-01
0.000000000000000000e+00,9.749494949494950588e-03,-9.902575016021728516e-01
0.000000000000000000e+00,9.646868686868688078e-03,-9.857695698738098145e-01
0.000000000000000000e+00,9.544242424242425568e-03,-9.802867174148559570e-01
0.000000000000000000e+00,9.441616161616161323e-03,-9.738138318061828613e-01
0.000000000000000000e+00,9.338989898989898814e-03,-9.663570523262023926e-01
0.000000000000000000e+00,9.236363636363636304e-03,-9.579238891601562500e-01
0.000000000000000000e+00,9.133737373737373794e-03,-9.485225081443786621e-01
0.000000000000000000e+00,9.031111111111111284e-03,-9.381629824638366699e-01
0.000000000000000000e+00,8.928484848484848774e-03,-9.268554449081420898e-01
0.000000000000000000e+00,8.825858585858586264e-03,-9.146123528480529785e-01
0.000000000000000000e+00,8.723232323232323754e-03,-9.014459252357482910e-01
0.000000000000000000e+00,8.620606060606061244e-03,-8.873705863952636719e-01
0.000000000000000000e+00,8.517979797979798734e-03,-8.724004030227661133e-01
0.000000000000000000e+00,8.415353535353536224e-03,-8.565514087677001953e-01
0.000000000000000000e+00,8.312727272727273714e-03,-8.398404121398925781e-01
0.000000000000000000e+00,8.210101010101011204e-03,-8.222841024398803711e-01
0.000000000000000000e+00,8.107474747474748694e-03,-8.039020895957946777e-01
0.000000000000000000e+00,8.004848484848486184e-03,-7.847124934196472168e-01
0.000000000000000000e+00,7.902222222222223674e-03,-7.647361755371093750e-01
0.000000000000000000e+00,7.799595959595960297e-03,-7.439936399459838867e-01
0.000000000000000000e+00,7.696969696969696920e-03,-7.225065231323242188e-01
0.000000000000000000e+00,7.594343434343434410e-03,-7.002968788146972656e-01
0.000000000000000000e+00,7.491717171717171900e-03,-6.773879528045654297e-01
0.000000000000000000e+00,7.389090909090909390e-03,-6.538034677505493164e-01
0.000000000000000000e+00,7.286464646464646880e-03,-6.295676231384277344e-01
0.000000000000000000e+00,7.183838383838384370e-03,-6.047052741050720215e-01
0.000000000000000000e+00,7.081212121212121860e-03,-5.792416334152221680e-01
0.000000000000000000e+00,6.978585858585859350e-03,-5.532027482986450195e-01
0.000000000000000000e+00,6.875959595959596840e-03,-5.266150236129760742e-01
0.000000000000000000e+00,6.773333333333334330e-03,-4.995054006576538086e-01
0.000000000000000000e+00,6.670707070707070953e-03,-4.719005227088928223e-01
0.000000000000000000e+00,6.568080808080808443e-03,-4.438287019729614258e-01
0.000000000000000000e+00,6.465454545454545933e-03,-4.153174757957458496e-01
0.000000000000000000e+00,6.362828282828283423e-03,-3.863954842090606689e-01
0.000000000000000000e+00,6.260202020202020046e-03,-3.570910692214965820e-01
0.000000000000000000e+00,6.157575757575758403e-03,-3.274335265159606934e-01
0.000000000000000000e+00,6.054949494949495026e-03,-2.974516153335571289e-01
0.000000000000000000e+00,5.952323232323232516e-03,-2.671753466129302979e-01
0.000000000000000000e+00,5.849696969696970006e-03,-2.366338670253753662e-01
0.000000000000000000e+00,5.747070707070707496e-03,-2.058575600385665894e-01
0.000000000000000000e+00,5.644444444444444986e-03,-1.748765558004379272e-01
0.000000000000000000e+00,5.541818181818182476e-03,-1.437216550111770630e-01
0.000000000000000000e+00,5.439191919191919966e-03,-1.124226152896881104e-01
0.000000000000000000e+00,5.336565656565656589e-03,-8.101078867912292480e-02
0.000000000000000000e+00,5.233939393939394079e-03,-4.951728880405426025e-02
0.000000000000000000e+00,5.131313131313131569e-03,-1.797258853912353516e-02
0.000000000000000000e+00,5.028686868686869059e-03,1.359128858894109726e-02
0.000000000000000000e+00,4.926060606060606549e-03,4.514360427856445312e-02
0.000000000000000000e+00,4.823434343434344039e-03,7.665291428565979004e-02
0.000000000000000000e+00,4.720808080808081529e-03,1.080877780914306641e-01
0.000000000000000000e+00,4.618181818181818152e-03,1.394163668155670166e-01
0.000000000000000000e+00,4.515555555555555642e-03,1.706083118915557861e-01
0.000000000000000000e+00,4.412929292929293132e-03,2.016317546367645264e-01
0.000000000000000000e+00,4.310303030303030622e-03,2.324556112289428711e-01
0.000000000000000000e+00,4.207676767676768112e-03,2.630487084388732910e-01
0.000000000000000000e+00,4.105050505050505602e-03,2.933804988861083984e-01
