x_1,x_2,u_pred
2.309090909090908972e-01,8.517979797979798207e+00,1.517605781555175781e-02
2.309090909090908972e-01,8.415353535353535364e+00,1.603615283966064453e-02
2.309090909090908972e-01,8.312727272727272521e+00,1.688361167907714844e-02
2.309090909090908972e-01,8.210101010101009678e+00,1.771676540374755859e-02
2.309090909090908972e-01,8.107474747474746835e+00,1.853322982788085938e-02
2.309090909090908972e-01,8.004848484848483992e+00,1.933252811431884766e-02
2.309090909090908972e-01,7.902222222222222925e+00,2.011215686798095703e-02
2.309090909090908972e-01,7.799595959595960082e+00,2.087128162384033203e-02
2.309090909090908972e-01,7.696969696969697239e+00,2.160799503326416016e-02
2.309090909090908972e-01,7.594343434343434396e+00,2.232170104980468750e-02
2.309090909090908972e-01,7.491717171717171553e+00,2.301156520843505859e-02
2.309090909090908972e-01,7.389090909090909598e+00,2.367556095123291016e-02
2.309090909090908972e-01,7.286464646464646755e+00,2.431452274322509766e-02
2.309090909090908972e-01,7.183838383838383912e+00,2.492785453796386719e-02
2.309090909090908972e-01,7.081212121212121957e+00,2.551496028900146484e-02
2.309090909090908972e-01,6.978585858585859114e+00,2.607643604278564453e-02
2.309090909090908972e-01,6.875959595959596271e+00,2.661192417144775391e-02
2.309090909090908972e-01,6.773333333333333428e+00,2.712106704711914062e-02
2.309090909090908972e-01,6.670707070707070585e+00,2.760505676269531250e-02
2.309090909090908972e-01,6.568080808080808630e+00,2.806317806243896484e-02
2.309090909090908972e-01,6.465454545454545787e+00,2.849650382995605469e-02
2.309090909090908972e-01,6.362828282828282944e+00,2.890431880950927734e-02
2.309090909090908972e-01,6.260202020202020989e+00,2.928757667541503906e-02
2.309090909090908972e-01,6.157575757575758146e+00,2.964615821838378906e-02
2.309090909090908972e-01,6.054949494949495303e+00,2.997934818267822266e-02
2.309090909090908972e-01,5.952323232323232460e+00,3.028786182403564453e-02
2.309090909090908972e-01,5.849696969696969617e+00,3.057003021240234375e-02
2.309090909090908972e-01,5.747070707070707662e+00,3.082680702209472656e-02
2.309090909090908972e-01,5.644444444444444819e+00,3.105676174163818359e-02
2.309090909090908972e-01,5.541818181818181976e+00,3.125953674316406250e-02
2.309090909090908972e-01,5.439191919191920022e+00,3.143382072448730469e-02
2.309090909090908972e-01,5.336565656565657179e+00,3.157913684844970703e-02
2.309090909090908972e-01,5.233939393939394336e+00,3.169417381286621094e-02
2.309090909090908972e-01,5.131313131313131493e+00,3.177821636199951172e-02
2.309090909090908972e-01,5.028686868686868650e+00,3.182983398437500000e-02
2.309090909090908972e-01,4.926060606060606695e+00,3.184783458709716797e-02
2.309090909090908972e-01,4.823434343434343852e+00,3.183138370513916016e-02
2.309090909090908972e-01,4.720808080808081009e+00,3.177976608276367188e-02
2.309090909090908972e-01,4.618181818181819054e+00,3.169155120849609375e-02
2.309090909090908972e-01,4.515555555555556211e+00,3.156661987304687500e-02
2.309090909090908972e-01,4.412929292929293368e+00,3.140330314636230469e-02
2.309090909090908972e-01,4.310303030303030525e+00,3.120255470275878906e-02
2.309090909090908972e-01,4.207676767676767682e+00,3.096288442611694336e-02
2.309090909090908972e-01,4.105050505050505727e+00,3.068476915359497070e-02
2.309090909090908972e-01,4.002424242424242884e+00,3.036803007125854492e-02
2.309090909090908972e-01,3.899797979797980041e+00,3.001356124877929688e-02
2.309090909090908972e-01,3.797171717171718086e+00,2.962124347686767578e-02
2.309090909090908972e-01,3.694545454545455243e+00,2.919292449951171875e-02
2.309090909090908972e-01,3.591919191919192400e+00,2.872872352600097656e-02
2.309090909090908972e-01,3.489292929292929557e+00,2.822995185852050781e-02
2.309090909090908972e-01,3.386666666666666714e+00,2.769792079925537109e-02
2.309090909090908972e-01,3.284040404040404759e+00,2.713507413864135742e-02
2.309090909090908972e-01,3.181414141414141916e+00,2.654206752777099609e-02
2.309090909090908972e-01,3.078787878787879073e+00,2.592092752456665039e-02
2.309090909090908972e-01,2.976161616161617118e+00,2.527403831481933594e-02
2.309090909090908972e-01,2.873535353535354275e+00,2.460294961929321289e-02
2.309090909090908972e-01,2.770909090909091432e+00,2.390921115875244141e-02
2.309090909090908972e-01,2.668282828282828589e+00,2.319580316543579102e-02
2.309090909090908972e-01,2.565656565656565746e+00,2.246367931365966797e-02
2.309090909090908972e-01,2.463030303030303791e+00,2.171480655670166016e-02
2.309090909090908972e-01,2.360404040404040948e+00,2.095150947570800781e-02
2.309090909090908972e-01,2.257777777777778105e+00,2.017462253570556641e-02
2.309090909090908972e-01,2.155151515151516151e+00,1.938587427139282227e-02
2.309090909090908972e-01,2.052525252525253308e+00,1.858621835708618164e-02
2.309090909090908972e-01,1.949898989898990465e+00,1.777642965316772461e-02
2.309090909090908972e-01,1.847272727272727622e+00,1.695752143859863281e-02
2.309090909090908972e-01,1.744646464646464779e+00,1.612937450408935547e-02
2.309090909090908972e-01,1.642020202020201936e+00,1.529216766357421875e-02
2.309090909090908972e-01,1.539393939393939092e+00,1.444619894027709961e-02
2.309090909090908972e-01,1.436767676767678026e+00,1.358950138092041016e-02
2.309090909090908972e-01,1.334141414141415183e+00,1.272273063659667969e-02
2.309090909090908972e-01,1.231515151515152340e+00,1.184362173080444336e-02
2.309090909090908972e-01,1.128888888888889497e+00,1.095014810562133789e-02
2.309090909090908972e-01,1.026262626262626654e+00,1.004117727279663086e-02
2.309090909090908972e-01,9.236363636363638108e-01,9.113371372222900391e-03
2.309090909090908972e-01,8.210101010101009678e-01,8.165180683135986328e-03
2.309090909090908972e-01,7.183838383838399011e-01,7.192850112915039062e-03
2.309090909090908972e-01,6.157575757575770581e-01,6.193280220031738281e-03
2.309090909090908972e-01,5.131313131313142151e-01,5.162537097930908203e-03
2.309090909090908972e-01,4.105050505050513721e-01,4.096865653991699219e-03
2.309090909090908972e-01,3.078787878787885290e-01,2.992808818817138672e-03
2.309090909090908972e-01,2.052525252525256860e-01,1.845061779022216797e-03
2.309090909090908972e-01,1.026262626262628430e-01,6.494522094726562500e-04
2.309090909090908972e-01,0.000000000000000000e+00,-5.985498428344726562e-04
4.618181818181817944e-01,1.016000000000000014e+01,3.457069396972656250e-06
4.618181818181817944e-01,1.005737373737373730e+01,2.085685729980468750e-03
4.618181818181817944e-01,9.954747474747474456e+00,4.128456115722656250e-03
4.618181818181817944e-01,9.852121212121211613e+00,6.137728691101074219e-03
4.618181818181817944e-01,9.749494949494948770e+00,8.118987083435058594e-03
4.618181818181817944e-01,9.646868686868687703e+00,1.007592678070068359e-02
4.618181818181817944e-01,9.544242424242424860e+00,1.201176643371582031e-02
4.618181818181817944e-01,9.441616161616162017e+00,1.392912864685058594e-02
4.618181818181817944e-01,9.338989898989899174e+00,1.582956314086914062e-02
4.618181818181817944e-01,9.236363636363636331e+00,1.771306991577148438e-02
4.618181818181817944e-01,9.133737373737373488e+00,1.958203315734863281e-02
4.618181818181817944e-01,9.031111111111110645e+00,2.143383026123046875e-02
4.618181818181817944e-01,8.928484848484849579e+00,2.326917648315429688e-02
4.618181818181817944e-01,8.825858585858586736e+00,2.508580684661865234e-02
4.618181818181817944e-01,8.723232323232323893e+00,2.688229084014892578e-02
4.618181818181817944e-01,8.620606060606061050e+00,2.865684032440185547e-02
4.618181818181817944e-01,8.517979797979798207e+00,3.040623664855957031e-02
4.618181818181817944e-01,8.415353535353535364e+00,3.212928771972656250e-02
4.618181818181817944e-01,8.312727272727272521e+00,3.382217884063720703e-02
4.618181818181817944e-01,8.210101010101009678e+00,3.548324108123779297e-02
4.618181818181817944e-01,8.107474747474746835e+00,3.710985183715820312e-02
4.618181818181817944e-01,8.004848484848483992e+00,3.869926929473876953e-02
4.618181818181817944e-01,7.902222222222222925e+00,4.024922847747802734e-02
4.618181818181817944e-01,7.799595959595960082e+00,4.175806045532226562e-02
4.618181818181817944e-01,7.696969696969697239e+00,4.322314262390136719e-02
4.618181818181817944e-01,7.594343434343434396e+00,4.464375972747802734e-02
4.618181818181817944e-01,7.491717171717171553e+00,4.601764678955078125e-02
4.618181818181817944e-01,7.389090909090909598e+00,4.734373092651367188e-02
4.618181818181817944e-01,7.286464646464646755e+00,4.862177371978759766e-02
4.618181818181817944e-01,7.183838383838383912e+00,4.985034465789794922e-02
4.618181818181817944e-01,7.081212121212121957e+00,5.102932453155517578e-02
4.618181818181817944e-01,6.978585858585859114e+00,5.215740203857421875e-02
4.618181818181817944e-01,6.875959595959596271e+00,5.323517322540283203e-02
4.618181818181817944e-01,6.773333333333333428e+00,5.426168441772460938e-02
4.618181818181817944e-01,6.670707070707070585e+00,5.523729324340820312e-02
4.618181818181817944e-01,6.568080808080808630e+00,5.616116523742675781e-02
4.618181818181817944e-01,6.465454545454545787e+00,5.703401565551757812e-02
4.618181818181817944e-01,6.362828282828282944e+00,5.785560607910156250e-02
4.618181818181817944e-01,6.260202020202020989e+00,5.862450599670410156e-02
4.618181818181817944e-01,6.157575757575758146e+00,5.934119224548339844e-02
4.618181818181817944e-01,6.054949494949495303e+00,6.000506877899169922e-02
4.618181818181817944e-01,5.952323232323232460e+00,6.061518192291259766e-02
4.618181818181817944e-01,5.849696969696969617e+00,6.117069721221923828e-02
4.618181818181817944e-01,5.747070707070707662e+00,6.167113780975341797e-02
4.618181818181817944e-01,5.644444444444444819e+00,6.211531162261962891e-02
4.618181818181817944e-01,5.541818181818181976e+00,6.250178813934326172e-02
4.618181818181817944e-01,5.439191919191920022e+00,6.283009052276611328e-02
4.618181818181817944e-01,5.336565656565657179e+00,6.309747695922851562e-02
4.618181818181817944e-01,5.233939393939394336e+00,6.330323219299316406e-02
4.618181818181817944e-01,5.131313131313131493e+00,6.344652175903320312e-02
4.618181818181817944e-01,5.028686868686868650e+00,6.352555751800537109e-02
4.618181818181817944e-01,4.926060606060606695e+00,6.353819370269775391e-02
4.618181818181817944e-01,4.823434343434343852e+00,6.348443031311035156e-02
4.618181818181817944e-01,4.720808080808081009e+00,6.336164474487304688e-02
4.618181818181817944e-01,4.618181818181819054e+00,6.317007541656494141e-02
4.618181818181817944e-01,4.515555555555556211e+00,6.290769577026367188e-02
4.618181818181817944e-01,4.412929292929293368e+00,6.257462501525878906e-02
4.618181818181817944e-01,4.310303030303030525e+00,6.217026710510253906e-02
4.618181818181817944e-01,4.207676767676767682e+00,6.169390678405761719e-02
4.618181818181817944e-01,4.105050505050505727e+00,6.114554405212402344e-02
4.618181818181817944e-01,4.002424242424242884e+00,6.052625179290771484e-02
4.618181818181817944e-01,3.899797979797980041e+00,5.983543395996093750e-02
4.618181818181817944e-01,3.797171717171718086e+00,5.907511711120605469e-02
4.618181818181817944e-01,3.694545454545455243e+00,5.824589729309082031e-02
4.618181818181817944e-01,3.591919191919192400e+00,5.734854936599731445e-02
4.618181818181817944e-01,3.489292929292929557e+00,5.638575553894042969e-02
4.618181818181817944e-01,3.386666666666666714e+00,5.535894632339477539e-02
4.618181818181817944e-01,3.284040404040404759e+00,5.426985025405883789e-02
4.618181818181817944e-01,3.181414141414141916e+00,5.312192440032958984e-02
4.618181818181817944e-01,3.078787878787879073e+00,5.191606283187866211e-02
4.618181818181817944e-01,2.976161616161617118e+00,5.065643787384033203e-02
4.618181818181817944e-01,2.873535353535354275e+00,4.934501647949218750e-02
4.618181818181817944e-01,2.770909090909091432e+00,4.798483848571777344e-02
4.618181818181817944e-01,2.668282828282828589e+00,4.657876491546630859e-02
4.618181818181817944e-01,2.565656565656565746e+00,4.512953758239746094e-02
4.618181818181817944e-01,2.463030303030303791e+00,4.364013671875000000e-02
4.618181818181817944e-01,2.360404040404040948e+00,4.211324453353881836e-02
4.618181818181817944e-01,2.257777777777778105e+00,4.055154323577880859e-02
4.618181818181817944e-01,2.155151515151516151e+00,3.895753622055053711e-02
4.618181818181817944e-01,2.052525252525253308e+00,3.733313083648681641e-02
4.618181818181817944e-01,1.949898989898990465e+00,3.568100929260253906e-02
4.618181818181817944e-01,1.847272727272727622e+00,3.400260210037231445e-02
4.618181818181817944e-01,1.744646464646464779e+00,3.229969739913940430e-02
4.618181818181817944e-01,1.642020202020201936e+00,3.057312965393066406e-02
4.618181818181817944e-01,1.539393939393939092e+00,2.882492542266845703e-02
4.618181818181817944e-01,1.436767676767678026e+00,2.705454826354980469e-02
4.618181818181817944e-01,1.334141414141415183e+00,2.526259422302246094e-02
4.618181818181817944e-01,1.231515151515152340e+00,2.344995737075805664e-02
4.618181818181817944e-01,1.128888888888889497e+00,2.161502838134765625e-02
4.618181818181817944e-01,1.026262626262626654e+00,1.975739002227783203e-02
4.618181818181817944e-01,9.236363636363638108e-01,1.787614822387695312e-02
4.618181818181817944e-01,8.210101010101009678e-01,1.596903800964355469e-02
4.618181818181817944e-01,7.183838383838399011e-01,1.403605937957763672e-02
4.618181818181817944e-01,6.157575757575770581e-01,1.207387447357177734e-02
4.618181818181817944e-01,5.131313131313142151e-01,1.007992029190063477e-02
4.618181818181817944e-01,4.105050505050513721e-01,8.051693439483642578e-03
4.618181818181817944e-01,3.078787878787885290e-01,5.986690521240234375e-03
4.618181818181817944e-01,2.052525252525256860e-01,3.881096839904785156e-03
4.618181818181817944e-01,1.026262626262628430e-01,1.731574535369873047e-03
4.618181818181817944e-01,0.000000000000000000e+00,-4.653334617614746094e-04
6.927272727272726360e-01,1.016000000000000014e+01,4.327297210693359375e-05
6.927272727272726360e-01,1.005737373737373730e+01,3.096580505371093750e-03
6.927272727272726360e-01,9.954747474747474456e+00,6.114602088928222656e-03
6.927272727272726360e-01,9.852121212121211613e+00,9.100914001464843750e-03
6.927272727272726360e-01,9.749494949494948770e+00,1.205909252166748047e-02
6.927272727272726360e-01,9.646868686868687703e+00,1.499199867248535156e-02
6.927272727272726360e-01,9.544242424242424860e+00,1.790142059326171875e-02
6.927272727272726360e-01,9.441616161616162017e+00,2.078843116760253906e-02
6.927272727272726360e-01,9.338989898989899174e+00,2.365338802337646484e-02
6.927272727272726360e-01,9.236363636363636331e+00,2.649581432342529297e-02
6.927272727272726360e-01,9.133737373737373488e+00,2.931427955627441406e-02
6.927272727272726360e-01,9.031111111111110645e+00,3.210759162902832031e-02
6.927272727272726360e-01,8.928484848484849579e+00,3.487348556518554688e-02
6.927272727272726360e-01,8.825858585858586736e+00,3.760921955108642578e-02
6.927272727272726360e-01,8.723232323232323893e+00,4.031193256378173828e-02
6.927272727272726360e-01,8.620606060606061050e+00,4.297804832458496094e-02
6.927272727272726360e-01,8.517979797979798207e+00,4.560494422912597656e-02
6.927272727272726360e-01,8.415353535353535364e+00,4.818868637084960938e-02
6.927272727272726360e-01,8.312727272727272521e+00,5.072629451751708984e-02
6.927272727272726360e-01,8.210101010101009678e+00,5.321371555328369141e-02
6.927272727272726360e-01,8.107474747474746835e+00,5.564832687377929688e-02
6.927272727272726360e-01,8.004848484848483992e+00,5.802631378173828125e-02
6.927272727272726360e-01,7.902222222222222925e+00,6.034541130065917969e-02
6.927272727272726360e-01,7.799595959595960082e+00,6.260263919830322266e-02
6.927272727272726360e-01,7.696969696969697239e+00,6.479525566101074219e-02
6.927272727272726360e-01,7.594343434343434396e+00,6.692099571228027344e-02
6.927272727272726360e-01,7.491717171717171553e+00,6.897926330566406250e-02
6.927272727272726360e-01,7.389090909090909598e+00,7.096660137176513672e-02
6.927272727272726360e-01,7.286464646464646755e+00,7.288229465484619141e-02
6.927272727272726360e-01,7.183838383838383912e+00,7.472562789916992188e-02
6.927272727272726360e-01,7.081212121212121957e+00,7.649493217468261719e-02
6.927272727272726360e-01,6.978585858585859114e+00,7.818961143493652344e-02
6.927272727272726360e-01,6.875959595959596271e+00,7.980895042419433594e-02
6.927272727272726360e-01,6.773333333333333428e+00,8.135259151458740234e-02
6.927272727272726360e-01,6.670707070707070585e+00,8.281946182250976562e-02
6.927272727272726360e-01,6.568080808080808630e+00,8.420908451080322266e-02
6.927272727272726360e-01,6.465454545454545787e+00,8.552110195159912109e-02
6.927272727272726360e-01,6.362828282828282944e+00,8.675444126129150391e-02
6.927272727272726360e-01,6.260202020202020989e+00,8.790934085845947266e-02
6.927272727272726360e-01,6.157575757575758146e+00,8.898389339447021484e-02
6.927272727272726360e-01,6.054949494949495303e+00,8.997738361358642578e-02
6.927272727272726360e-01,5.952323232323232460e+00,9.088873863220214844e-02
6.927272727272726360e-01,5.849696969696969617e+00,9.171712398529052734e-02
6.927272727272726360e-01,5.747070707070707662e+00,9.246075153350830078e-02
6.927272727272726360e-01,5.644444444444444819e+00,9.311819076538085938e-02
6.927272727272726360e-01,5.541818181818181976e+00,9.368801116943359375e-02
6.927272727272726360e-01,5.439191919191920022e+00,9.416842460632324219e-02
6.927272727272726360e-01,5.336565656565657179e+00,9.455752372741699219e-02
6.927272727272726360e-01,5.233939393939394336e+00,9.485399723052978516e-02
6.927272727272726360e-01,5.131313131313131493e+00,9.505569934844970703e-02
6.927272727272726360e-01,5.028686868686868650e+00,9.516072273254394531e-02
6.927272727272726360e-01,4.926060606060606695e+00,9.516787528991699219e-02
6.927272727272726360e-01,4.823434343434343852e+00,9.507524967193603516e-02
6.927272727272726360e-01,4.720808080808081009e+00,9.488177299499511719e-02
6.927272727272726360e-01,4.618181818181819054e+00,9.458577632904052734e-02
6.927272727272726360e-01,4.515555555555556211e+00,9.418678283691406250e-02
6.927272727272726360e-01,4.412929292929293368e+00,9.368324279785156250e-02
6.927272727272726360e-01,4.310303030303030525e+00,9.307515621185302734e-02
6.927272727272726360e-01,4.207676767676767682e+00,9.236216545104980469e-02
6.927272727272726360e-01,4.105050505050505727e+00,9.154438972473144531e-02
6.927272727272726360e-01,4.002424242424242884e+00,9.062206745147705078e-02
6.927272727272726360e-01,3.899797979797980041e+00,8.959609270095825195e-02
6.927272727272726360e-01,3.797171717171718086e+00,8.846789598464965820e-02
6.927272727272726360e-01,3.694545454545455243e+00,8.723837137222290039e-02
6.927272727272726360e-01,3.591919191919192400e+00,8.590966463088989258e-02
6.927272727272726360e-01,3.489292929292929557e+00,8.448356389999389648e-02
6.927272727272726360e-01,3.386666666666666714e+00,8.296298980712890625e-02
6.927272727272726360e-01,3.284040404040404759e+00,8.134996891021728516e-02
6.927272727272726360e-01,3.181414141414141916e+00,7.964783906936645508e-02
6.927272727272726360e-01,3.078787878787879073e+00,7.786011695861816406e-02
6.927272727272726360e-01,2.976161616161617118e+00,7.598978281021118164e-02
6.927272727272726360e-01,2.873535353535354275e+00,7.404053211212158203e-02
6.927272727272726360e-01,2.770909090909091432e+00,7.201480865478515625e-02
6.927272727272726360e-01,2.668282828282828589e+00,6.991881132125854492e-02
6.927272727272726360e-01,2.565656565656565746e+00,6.775438785552978516e-02
6.927272727272726360e-01,2.463030303030303791e+00,6.552630662918090820e-02
6.927272727272726360e-01,2.360404040404040948e+00,6.323862075805664062e-02
6.927272727272726360e-01,2.257777777777778105e+00,6.089377403259277344e-02
6.927272727272726360e-01,2.155151515151516151e+00,5.849587917327880859e-02
6.927272727272726360e-01,2.052525252525253308e+00,5.604970455169677734e-02
6.927272727272726360e-01,1.949898989898990465e+00,5.355632305145263672e-02
6.927272727272726360e-01,1.847272727272727622e+00,5.102062225341796875e-02
6.927272727272726360e-01,1.744646464646464779e+00,4.844421148300170898e-02
6.927272727272726360e-01,1.642020202020201936e+00,4.583036899566650391e-02
6.927272727272726360e-01,1.539393939393939092e+00,4.318082332611083984e-02
6.927272727272726360e-01,1.436767676767678026e+00,4.049777984619140625e-02
