x_1,x_2,u_true
2.309090909090908972e-01,7.594343434343434396e+00,2.261231327396899526e-02
2.309090909090908972e-01,7.491717171717171553e+00,2.330707688051811277e-02
2.309090909090908972e-01,7.389090909090909598e+00,2.397837223630483808e-02
2.309090909090908972e-01,7.286464646464646755e+00,2.462552340380920468e-02
2.309090909090908972e-01,7.183838383838383912e+00,2.524787875666216139e-02
2.309090909090908972e-01,7.081212121212121957e+00,2.584481163577819277e-02
2.309090909090908972e-01,6.978585858585859114e+00,2.641572098034787597e-02
2.309090909090908972e-01,6.875959595959596271e+00,2.696003193305513898e-02
2.309090909090908972e-01,6.773333333333333428e+00,2.747719641890985359e-02
2.309090909090908972e-01,6.670707070707070585e+00,2.796669369711294456e-02
2.309090909090908972e-01,6.568080808080808630e+00,2.842803088539814019e-02
2.309090909090908972e-01,6.465454545454545787e+00,2.886074345632274121e-02
2.309090909090908972e-01,6.362828282828282944e+00,2.926439570500729073e-02
2.309090909090908972e-01,6.260202020202020989e+00,2.963858118785349730e-02
2.309090909090908972e-01,6.157575757575758146e+00,2.998292313179848692e-02
2.309090909090908972e-01,6.054949494949495303e+00,3.029707481369331434e-02
2.309090909090908972e-01,5.952323232323232460e+00,3.058071990942382024e-02
2.309090909090908972e-01,5.849696969696969617e+00,3.083357281242215739e-02
2.309090909090908972e-01,5.747070707070707662e+00,3.105537892124843671e-02
2.309090909090908972e-01,5.644444444444444819e+00,3.124591489595276647e-02
2.309090909090908972e-01,5.541818181818181976e+00,3.140498888295966545e-02
2.309090909090908972e-01,5.439191919191920022e+00,3.153244070824833684e-02
2.309090909090908972e-01,5.336565656565657179e+00,3.162814203863435758e-02
2.309090909090908972e-01,5.233939393939394336e+00,3.169199651099025711e-02
2.309090909090908972e-01,5.131313131313131493e+00,3.172393982927511347e-02
2.309090909090908972e-01,5.028686868686868650e+00,3.172393982927511347e-02
2.309090909090908972e-01,4.926060606060606695e+00,3.169199651099025711e-02
2.309090909090908972e-01,4.823434343434343852e+00,3.162814203863435758e-02
2.309090909090908972e-01,4.720808080808081009e+00,3.153244070824833684e-02
2.309090909090908972e-01,4.618181818181819054e+00,3.140498888295966545e-02
2.309090909090908972e-01,4.515555555555556211e+00,3.124591489595276647e-02
2.309090909090908972e-01,4.412929292929293368e+00,3.105537892124843671e-02
2.309090909090908972e-01,4.310303030303030525e+00,3.083357281242215392e-02
2.309090909090908972e-01,4.207676767676767682e+00,3.058071990942381677e-02
2.309090909090908972e-01,4.105050505050505727e+00,3.029707481369331434e-02
2.309090909090908972e-01,4.002424242424242884e+00,2.998292313179848345e-02
2.309090909090908972e-01,3.899797979797980041e+00,2.963858118785349383e-02
2.309090909090908972e-01,3.797171717171718086e+00,2.926439570500729073e-02
2.309090909090908972e-01,3.694545454545455243e+00,2.886074345632273774e-02
2.309090909090908972e-01,3.591919191919192400e+00,2.842803088539814019e-02
2.309090909090908972e-01,3.489292929292929557e+00,2.796669369711293762e-02
2.309090909090908972e-01,3.386666666666666714e+00,2.747719641890985012e-02
2.309090909090908972e-01,3.284040404040404759e+00,2.696003193305513204e-02
2.309090909090908972e-01,3.181414141414141916e+00,2.641572098034787597e-02
2.309090909090908972e-01,3.078787878787879073e+00,2.584481163577818930e-02
2.309090909090908972e-01,2.976161616161617118e+00,2.524787875666215792e-02
2.309090909090908972e-01,2.873535353535354275e+00,2.462552340380920121e-02
2.309090909090908972e-01,2.770909090909091432e+00,2.397837223630483808e-02
2.309090909090908972e-01,2.668282828282828589e+00,2.330707688051809889e-02
2.309090909090908972e-01,2.565656565656565746e+00,2.261231327396898833e-02
2.309090909090908972e-01,2.463030303030303791e+00,2.189478098471671699e-02
2.309090909090908972e-01,2.360404040404040948e+00,2.115520250695393512e-02
2.309090909090908972e-01,2.257777777777778105e+00,2.039432253351638330e-02
2.309090909090908972e-01,2.155151515151516151e+00,1.961290720604028440e-02
2.309090909090908972e-01,2.052525252525253308e+00,1.881174334352265012e-02
2.309090909090908972e-01,1.949898989898990465e+00,1.799163765006128735e-02
2.309090909090908972e-01,1.847272727272727622e+00,1.715341590257212986e-02
2.309090909090908972e-01,1.744646464646464779e+00,1.629792211930189069e-02
2.309090909090908972e-01,1.642020202020201936e+00,1.542601770997321410e-02
2.309090909090908972e-01,1.539393939393939092e+00,1.453858060841812377e-02
2.309090909090908972e-01,1.436767676767678026e+00,1.363650438857307891e-02
2.309090909090908972e-01,1.334141414141415183e+00,1.272069736472570232e-02
2.309090909090908972e-01,1.231515151515152340e+00,1.179208167691939320e-02
2.309090909090908972e-01,1.128888888888889497e+00,1.085159236243638838e-02
2.309090909090908972e-01,1.026262626262626654e+00,9.900176414294505067e-03
2.309090909090908972e-01,9.236363636363638108e-01,8.938791827705443865e-03
2.309090909090908972e-01,8.210101010101009678e-01,7.968406635454826706e-03
2.309090909090908972e-01,7.183838383838399011e-01,6.989997933175226726e-03
2.309090909090908972e-01,6.157575757575770581e-01,6.004550895493656650e-03
2.309090909090908972e-01,5.131313131313142151e-01,5.013057784044309094e-03
2.309090909090908972e-01,4.105050505050513721e-01,4.016516948345140621e-03
2.309090909090908972e-01,3.078787878787885290e-01,3.015931820544552350e-03
2.309090909090908972e-01,2.052525252525256860e-01,2.012309905050268122e-03
2.309090909090908972e-01,1.026262626262628430e-01,1.006661764057805147e-03
2.309090909090908972e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.618181818181817944e-01,1.016000000000000014e+01,3.593306838555664766e-17
4.618181818181817944e-01,1.005737373737373730e+01,2.012309905050292842e-03
4.618181818181817944e-01,9.954747474747474456e+00,4.022593584602370508e-03
4.618181818181817944e-01,9.852121212121211613e+00,6.028826853395439535e-03
4.618181818181817944e-01,9.749494949494948770e+00,8.028989604588879225e-03
4.618181818181817944e-01,9.646868686868687703e+00,1.002106784383877819e-02
4.618181818181817944e-01,9.544242424242424860e+00,1.200305571721953235e-02
4.618181818181817944e-01,9.441616161616162017e+00,1.397295753094848422e-02
4.618181818181817944e-01,9.338989898989899174e+00,1.592878976088069054e-02
4.618181818181817944e-01,9.236363636363636331e+00,1.786858304974935432e-02
4.618181818181817944e-01,9.133737373737373488e+00,1.979038419014187214e-02
4.618181818181817944e-01,9.031111111111110645e+00,2.169225809121392776e-02
4.618181818181817944e-01,8.928484848484849579e+00,2.357228972716208376e-02
4.618181818181817944e-01,8.825858585858586736e+00,2.542858606549245129e-02
4.618181818181817944e-01,8.723232323232323893e+00,2.725927797314383824e-02
4.618181818181817944e-01,8.620606060606061050e+00,2.906252209854629648e-02
4.618181818181817944e-01,8.517979797979798207e+00,3.083650272772004916e-02
4.618181818181817944e-01,8.415353535353535364e+00,3.257943361254536652e-02
4.618181818181817944e-01,8.312727272727272521e+00,3.428955976936320926e-02
4.618181818181817944e-01,8.210101010101009678e+00,3.596515924609480774e-02
4.618181818181817944e-01,8.107474747474746835e+00,3.760454485610158909e-02
4.618181818181817944e-01,8.004848484848483992e+00,3.920606587703907159e-02
4.618181818181817944e-01,7.902222222222222925e+00,4.076810971299422298e-02
4.618181818181817944e-01,7.799595959595960082e+00,4.228910351823309682e-02
4.618181818181817944e-01,7.696969696969697239e+00,4.376751578092294426e-02
4.618181818181817944e-01,7.594343434343434396e+00,4.520185786523482629e-02
4.618181818181817944e-01,7.491717171717171553e+00,4.659068551027385763e-02
4.618181818181817944e-01,7.389090909090909598e+00,4.793260028432729664e-02
4.618181818181817944e-01,7.286464646464646755e+00,4.922625099296701334e-02
4.618181818181817944e-01,7.183838383838383912e+00,5.047033503958740785e-02
4.618181818181817944e-01,7.081212121212121957e+00,5.166359973701003389e-02
4.618181818181817944e-01,6.978585858585859114e+00,5.280484356883333175e-02
4.618181818181817944e-01,6.875959595959596271e+00,5.389291739925774344e-02
4.618181818181817944e-01,6.773333333333333428e+00,5.492672563016807313e-02
4.618181818181817944e-01,6.670707070707070585e+00,5.590522730430801113e-02
4.618181818181817944e-01,6.568080808080808630e+00,5.682743715343567537e-02
4.618181818181817944e-01,6.465454545454545787e+00,5.769242659040543786e-02
4.618181818181817944e-01,6.362828282828282944e+00,5.849932464417624545e-02
4.618181818181817944e-01,6.260202020202020989e+00,5.924731883680577765e-02
4.618181818181817944e-01,6.157575757575758146e+00,5.993565600154682205e-02
4.618181818181817944e-01,6.054949494949495303e+00,6.056364304122230369e-02
4.618181818181817944e-01,5.952323232323232460e+00,6.113064762611548214e-02
4.618181818181817944e-01,5.849696969696969617e+00,6.163609883067226042e-02
4.618181818181817944e-01,5.747070707070707662e+00,6.207948770837493080e-02
4.618181818181817944e-01,5.644444444444444819e+00,6.246036780420810564e-02
4.618181818181817944e-01,5.541818181818181976e+00,6.277835560420111372e-02
4.618181818181817944e-01,5.439191919191920022e+00,6.303313092159401609e-02
4.618181818181817944e-01,5.336565656565657179e+00,6.322443721923860782e-02
4.618181818181817944e-01,5.233939393939394336e+00,6.335208186790947105e-02
4.618181818181817944e-01,5.131313131313131493e+00,6.341593634026537751e-02
4.618181818181817944e-01,5.028686868686868650e+00,6.341593634026537751e-02
4.618181818181817944e-01,4.926060606060606695e+00,6.335208186790947105e-02
4.618181818181817944e-01,4.823434343434343852e+00,6.322443721923860782e-02
4.618181818181817944e-01,4.720808080808081009e+00,6.303313092159401609e-02
4.618181818181817944e-01,4.618181818181819054e+00,6.277835560420111372e-02
4.618181818181817944e-01,4.515555555555556211e+00,6.246036780420810564e-02
4.618181818181817944e-01,4.412929292929293368e+00,6.207948770837493080e-02
4.618181818181817944e-01,4.310303030303030525e+00,6.163609883067225348e-02
4.618181818181817944e-01,4.207676767676767682e+00,6.113064762611547520e-02
4.618181818181817944e-01,4.105050505050505727e+00,6.056364304122230369e-02
4.618181818181817944e-01,4.002424242424242884e+00,5.993565600154681511e-02
4.618181818181817944e-01,3.899797979797980041e+00,5.924731883680577071e-02
4.618181818181817944e-01,3.797171717171718086e+00,5.849932464417624545e-02
4.618181818181817944e-01,3.694545454545455243e+00,5.769242659040543092e-02
4.618181818181817944e-01,3.591919191919192400e+00,5.682743715343567537e-02
4.618181818181817944e-01,3.489292929292929557e+00,5.590522730430799725e-02
4.618181818181817944e-01,3.386666666666666714e+00,5.492672563016806619e-02
4.618181818181817944e-01,3.284040404040404759e+00,5.389291739925772956e-02
4.618181818181817944e-01,3.181414141414141916e+00,5.280484356883333175e-02
4.618181818181817944e-01,3.078787878787879073e+00,5.166359973701002695e-02
4.618181818181817944e-01,2.976161616161617118e+00,5.047033503958740092e-02
4.618181818181817944e-01,2.873535353535354275e+00,4.922625099296700640e-02
4.618181818181817944e-01,2.770909090909091432e+00,4.793260028432729664e-02
4.618181818181817944e-01,2.668282828282828589e+00,4.659068551027382987e-02
4.618181818181817944e-01,2.565656565656565746e+00,4.520185786523481242e-02
4.618181818181817944e-01,2.463030303030303791e+00,4.376751578092293732e-02
4.618181818181817944e-01,2.360404040404040948e+00,4.228910351823309682e-02
4.618181818181817944e-01,2.257777777777778105e+00,4.076810971299420910e-02
4.618181818181817944e-01,2.155151515151516151e+00,3.920606587703904383e-02
4.618181818181817944e-01,2.052525252525253308e+00,3.760454485610157521e-02
4.618181818181817944e-01,1.949898989898990465e+00,3.596515924609478693e-02
4.618181818181817944e-01,1.847272727272727622e+00,3.428955976936317457e-02
4.618181818181817944e-01,1.744646464646464779e+00,3.257943361254534570e-02
4.618181818181817944e-01,1.642020202020201936e+00,3.083650272772001447e-02
4.618181818181817944e-01,1.539393939393939092e+00,2.906252209854627566e-02
4.618181818181817944e-01,1.436767676767678026e+00,2.725927797314384518e-02
4.618181818181817944e-01,1.334141414141415183e+00,2.542858606549246864e-02
4.618181818181817944e-01,1.231515151515152340e+00,2.357228972716209070e-02
4.618181818181817944e-01,1.128888888888889497e+00,2.169225809121390000e-02
4.618181818181817944e-01,1.026262626262626654e+00,1.979038419014183398e-02
4.618181818181817944e-01,9.236363636363638108e-01,1.786858304974933004e-02
4.618181818181817944e-01,8.210101010101009678e-01,1.592878976088065932e-02
4.618181818181817944e-01,7.183838383838399011e-01,1.397295753094849810e-02
4.618181818181817944e-01,6.157575757575770581e-01,1.200305571721953755e-02
4.618181818181817944e-01,5.131313131313142151e-01,1.002106784383879727e-02
4.618181818181817944e-01,4.105050505050513721e-01,8.028989604588861878e-03
4.618181818181817944e-01,3.078787878787885290e-01,6.028826853395410044e-03
4.618181818181817944e-01,2.052525252525256860e-01,4.022593584602357497e-03
4.618181818181817944e-01,1.026262626262628430e-01,2.012309905050268122e-03
4.618181818181817944e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.927272727272726360e-01,1.016000000000000014e+01,5.385437107963576038e-17
6.927272727272726360e-01,1.005737373737373730e+01,3.015931820544588780e-03
6.927272727272726360e-01,9.954747474747474456e+00,6.028826853395429126e-03
6.927272727272726360e-01,9.852121212121211613e+00,9.035651368646712561e-03
6.927272727272726360e-01,9.749494949494948770e+00,1.203337774888909271e-02
6.927272727272726360e-01,9.646868686868687703e+00,1.501898753776405825e-02
6.927272727272726360e-01,9.544242424242424860e+00,1.798947447929363438e-02
6.927272727272726360e-01,9.441616161616162017e+00,2.094184754492497622e-02
6.927272727272726360e-01,9.338989898989899174e+00,2.387313394524302052e-02
6.927272727272726360e-01,9.236363636363636331e+00,2.678038212331707718e-02
6.927272727272726360e-01,9.133737373737373488e+00,2.966066472666878395e-02
6.927272727272726360e-01,9.031111111111110645e+00,3.251108155486757967e-02
6.927272727272726360e-01,8.928484848484849579e+00,3.532876247978696677e-02
6.927272727272726360e-01,8.825858585858586736e+00,3.811087033558020060e-02
6.927272727272726360e-01,8.723232323232323893e+00,4.085460377546569488e-02
6.927272727272726360e-01,8.620606060606061050e+00,4.355720009244572893e-02
6.927272727272726360e-01,8.517979797979798207e+00,4.621593800111845757e-02
6.927272727272726360e-01,8.415353535353535364e+00,4.882814037778133304e-02
6.927272727272726360e-01,8.312727272727272521e+00,5.139117695606804787e-02
6.927272727272726360e-01,8.210101010101009678e+00,5.390246697540349713e-02
6.927272727272726360e-01,8.107474747474746835e+00,5.635948177961119798e-02
6.927272727272726360e-01,8.004848484848483992e+00,5.875974736305555890e-02
6.927272727272726360e-01,7.902222222222222925e+00,6.110084686175575736e-02
6.927272727272726360e-01,7.799595959595960082e+00,6.338042298696321131e-02
6.927272727272726360e-01,7.696969696969697239e+00,6.559618039875123041e-02
6.927272727272726360e-01,7.594343434343434396e+00,6.774588801722777887e-02
6.927272727272726360e-01,7.491717171717171553e+00,6.982738126904404485e-02
6.927272727272726360e-01,7.389090909090909598e+00,7.183856426693598085e-02
6.927272727272726360e-01,7.286464646464646755e+00,7.377741192010552063e-02
6.927272727272726360e-01,7.183838383838383912e+00,7.564197197331488931e-02
6.927272727272726360e-01,7.081212121212121957e+00,7.743036697264252255e-02
6.927272727272726360e-01,6.978585858585859114e+00,7.914079615591988748e-02
6.927272727272726360e-01,6.875959595959596271e+00,8.077153726594628325e-02
6.927272727272726360e-01,6.773333333333333428e+00,8.232094828465587322e-02
6.927272727272726360e-01,6.670707070707070585e+00,8.378746908649083169e-02
6.927272727272726360e-01,6.568080808080808630e+00,8.516962300931528451e-02
6.927272727272726360e-01,6.465454545454545787e+00,8.646601834128918307e-02
6.927272727272726360e-01,6.362828282828282944e+00,8.767534972220392131e-02
6.927272727272726360e-01,6.260202020202020989e+00,8.879639945786955979e-02
6.927272727272726360e-01,6.157575757575758146e+00,8.982803874622960483e-02
6.927272727272726360e-01,6.054949494949495303e+00,9.076922881396896903e-02
6.927272727272726360e-01,5.952323232323232460e+00,9.161902196247075081e-02
6.927272727272726360e-01,5.849696969696969617e+00,9.237656252206824514e-02
6.927272727272726360e-01,5.747070707070707662e+00,9.304108771363192587e-02
6.927272727272726360e-01,5.644444444444444819e+00,9.361192841662326070e-02
6.927272727272726360e-01,5.541818181818181976e+00,9.408850984284246322e-02
6.927272727272726360e-01,5.439191919191920022e+00,9.447035211519136388e-02
6.927272727272726360e-01,5.336565656565657179e+00,9.475707075086914344e-02
6.927272727272726360e-01,5.233939393939394336e+00,9.494837704851370741e-02
6.927272727272726360e-01,5.131313131313131493e+00,9.504407837889973509e-02
6.927272727272726360e-01,5.028686868686868650e+00,9.504407837889973509e-02
6.927272727272726360e-01,4.926060606060606695e+00,9.494837704851370741e-02
6.927272727272726360e-01,4.823434343434343852e+00,9.475707075086914344e-02
6.927272727272726360e-01,4.720808080808081009e+00,9.447035211519136388e-02
6.927272727272726360e-01,4.618181818181819054e+00,9.408850984284244934e-02
6.927272727272726360e-01,4.515555555555556211e+00,9.361192841662326070e-02
6.927272727272726360e-01,4.412929292929293368e+00,9.304108771363192587e-02
6.927272727272726360e-01,4.310303030303030525e+00,9.237656252206824514e-02
6.927272727272726360e-01,4.207676767676767682e+00,9.161902196247073693e-02
6.927272727272726360e-01,4.105050505050505727e+00,9.076922881396896903e-02
6.927272727272726360e-01,4.002424242424242884e+00,8.982803874622959095e-02
6.927272727272726360e-01,3.899797979797980041e+00,8.879639945786954591e-02
6.927272727272726360e-01,3.797171717171718086e+00,8.767534972220392131e-02
6.927272727272726360e-01,3.694545454545455243e+00,8.646601834128916919e-02
6.927272727272726360e-01,3.591919191919192400e+00,8.516962300931528451e-02
6.927272727272726360e-01,3.489292929292929557e+00,8.378746908649081782e-02
6.927272727272726360e-01,3.386666666666666714e+00,8.232094828465587322e-02
6.927272727272726360e-01,3.284040404040404759e+00,8.077153726594626937e-02
6.927272727272726360e-01,3.181414141414141916e+00,7.914079615591988748e-02
6.927272727272726360e-01,3.078787878787879073e+00,7.743036697264252255e-02
6.927272727272726360e-01,2.976161616161617118e+00,7.564197197331487543e-02
6.927272727272726360e-01,2.873535353535354275e+00,7.377741192010550675e-02
6.927272727272726360e-01,2.770909090909091432e+00,7.183856426693598085e-02
6.927272727272726360e-01,2.668282828282828589e+00,6.982738126904400322e-02
6.927272727272726360e-01,2.565656565656565746e+00,6.774588801722776499e-02
6.927272727272726360e-01,2.463030303030303791e+00,6.559618039875121653e-02
6.927272727272726360e-01,2.360404040404040948e+00,6.338042298696321131e-02
6.927272727272726360e-01,2.257777777777778105e+00,6.110084686175573654e-02
6.927272727272726360e-01,2.155151515151516151e+00,5.875974736305551727e-02
6.927272727272726360e-01,2.052525252525253308e+00,5.635948177961117717e-02
6.927272727272726360e-01,1.949898989898990465e+00,5.390246697540346937e-02
6.927272727272726360e-01,1.847272727272727622e+00,5.139117695606799235e-02
6.927272727272726360e-01,1.744646464646464779e+00,4.882814037778129834e-02
6.927272727272726360e-01,1.642020202020201936e+00,4.621593800111840900e-02
6.927272727272726360e-01,1.539393939393939092e+00,4.355720009244570118e-02
6.927272727272726360e-01,1.436767676767678026e+00,4.085460377546570182e-02
6.927272727272726360e-01,1.334141414141415183e+00,3.811087033558022835e-02
